customer_id,customer_name,country,total_revenue,orders_count,returns_count,aov,return_rate
C001157,Customer_1157,Poland,4382,2,1,2191,0.5
C004259,Customer_4259,United Kingdom,4380,1,0,4380,0
C007390,Customer_7390,United Kingdom,4375,1,1,4375,1
C008778,Customer_8778,United Kingdom,4374,1,1,4374,1
C006462,Customer_6462,France,4374,2,0,2187,0
C002628,Customer_2628,Germany,4373,2,1,2186.5,0.5
C003069,Customer_3069,France,4372,2,1,2186,0.5
C001513,Customer_1513,United Kingdom,4366,2,1,2183,0.5
C008472,Customer_8472,Poland,4364,1,1,4364,1
C005228,Customer_5228,France,4364,2,2,2182,1
C005152,Customer_5152,Unknown,4360,1,1,4360,1
C001130,Customer_1130,Germany,4359,1,0,4359,0
C009902,Customer_9902,Germany,4344,1,0,4344,0
C006837,Customer_6837,Germany,4333,2,1,2166.5,0.5
C001368,Customer_1368,United Kingdom,4329,1,0,4329,0
C007790,Customer_7790,Unknown,4328,1,0,4328,0
C004014,Customer_4014,United Kingdom,4320,1,0,4320,0
C007269,Customer_7269,Germany,4315,1,0,4315,0
C001712,Customer_1712,Unknown,4312,2,1,2156,0.5
C009995,Customer_9995,Poland,4305,1,0,4305,0
C003478,Customer_3478,United Kingdom,4305,1,0,4305,0
C004601,Customer_4601,United Kingdom,4304,1,0,4304,0
C011414,Customer_11414,Unknown,4290,1,0,4290,0
C001036,Customer_1036,Unknown,4288,1,0,4288,0
C010224,Customer_10224,Germany,4278,1,0,4278,0
C000803,Customer_803,France,4272,1,0,4272,0
C004120,Customer_4120,Germany,4270,1,0,4270,0
C000096,Customer_96,Poland,4270,1,0,4270,0
C009393,Customer_9393,Germany,4269,1,1,4269,1
C009145,Customer_9145,France,4266,1,1,4266,1
C002020,Customer_2020,United Kingdom,4266,1,1,4266,1
C009961,Customer_9961,Poland,4265,2,1,2132.5,0.5
C007909,Customer_7909,United Kingdom,4265,1,1,4265,1
C011592,Customer_11592,France,4260,1,0,4260,0
C000525,Customer_525,Germany,4254,1,0,4254,0
C005677,Customer_5677,Poland,4248,1,0,4248,0
C004242,Customer_4242,United Kingdom,4248,1,1,4248,1
C008744,Customer_8744,France,4247,2,1,2123.5,0.5
C004531,Customer_4531,France,4245,1,0,4245,0
C000071,Customer_71,Poland,4236,1,1,4236,1
C009245,Customer_9245,Germany,4225,1,0,4225,0
C005684,Customer_5684,Unknown,4221,1,1,4221,1
C011038,Customer_11038,Germany,4220,1,0,4220,0
C005700,Customer_5700,United Kingdom,4220,1,1,4220,1
C009041,Customer_9041,United Kingdom,4215,1,0,4215,0
C011021,Customer_11021,Unknown,4214,2,1,2107,0.5
C009998,Customer_9998,France,4212,1,1,4212,1
C000758,Customer_758,Germany,4208,1,0,4208,0
C004652,Customer_4652,Poland,4204,1,1,4204,1
C011331,Customer_11331,France,4200,1,1,4200,1
C000279,Customer_279,Unknown,4188,1,1,4188,1
C005894,Customer_5894,United Kingdom,4188,1,1,4188,1
C004049,Customer_4049,United Kingdom,4188,1,0,4188,0
C004210,Customer_4210,Germany,4185,1,0,4185,0
C002004,Customer_2004,United Kingdom,4178,2,0,2089,0
C001145,Customer_1145,United Kingdom,4175,1,0,4175,0
C005636,Customer_5636,Germany,4173,1,1,4173,1
C002891,Customer_2891,Germany,4171,2,1,2085.5,0.5
C003133,Customer_3133,France,4167,1,1,4167,1
C004594,Customer_4594,France,4164,1,1,4164,1
C002877,Customer_2877,United Kingdom,4156,1,0,4156,0
C007626,Customer_7626,Unknown,4149,1,0,4149,0
C002930,Customer_2930,Poland,4148,1,0,4148,0
C006588,Customer_6588,Germany,4140,1,1,4140,1
C000120,Customer_120,Unknown,4132,1,1,4132,1
C010996,Customer_10996,Germany,4132,2,1,2066,0.5
C001701,Customer_1701,Poland,4131,1,0,4131,0
C003483,Customer_3483,Poland,4120,1,1,4120,1
C008790,Customer_8790,France,4120,1,1,4120,1
C008533,Customer_8533,Poland,4116,1,1,4116,1
C002125,Customer_2125,Unknown,4111,2,1,2055.5,0.5
C004197,Customer_4197,Poland,4107,1,1,4107,1
C009340,Customer_9340,Poland,4104,1,0,4104,0
C007585,Customer_7585,France,4104,1,0,4104,0
C003349,Customer_3349,Germany,4101,1,0,4101,0
C002367,Customer_2367,Germany,4101,1,0,4101,0
C001543,Customer_1543,Unknown,4098,1,1,4098,1
C008522,Customer_8522,Unknown,4092,1,0,4092,0
C004007,Customer_4007,United Kingdom,4076,2,0,2038,0
C002966,Customer_2966,United Kingdom,4074,1,1,4074,1
C007606,Customer_7606,Germany,4074,1,0,4074,0
C009617,Customer_9617,Unknown,4072,3,1,1357.33,0.333
C009390,Customer_9390,Poland,4068,1,0,4068,0
C009002,Customer_9002,Germany,4065,1,0,4065,0
C007935,Customer_7935,Germany,4060,1,1,4060,1
C010002,Customer_10002,Germany,4056,1,0,4056,0
C010810,Customer_10810,Germany,4050,1,1,4050,1
C004801,Customer_4801,Germany,4045,1,0,4045,0
C010830,Customer_10830,France,4040,1,0,4040,0
C002416,Customer_2416,United Kingdom,4040,1,0,4040,0
C010606,Customer_10606,Poland,4035,1,0,4035,0
C006287,Customer_6287,France,4035,1,1,4035,1
C000801,Customer_801,United Kingdom,4032,1,0,4032,0
C006212,Customer_6212,United Kingdom,4028,1,1,4028,1
C008945,Customer_8945,Unknown,4023,1,0,4023,0
C011951,Customer_11951,United Kingdom,4020,1,0,4020,0
C011568,Customer_11568,Unknown,4020,1,0,4020,0
C010027,Customer_10027,France,4015,1,0,4015,0
C006326,Customer_6326,France,4006,2,0,2003,0
C003364,Customer_3364,Poland,4004,1,0,4004,0
C005130,Customer_5130,France,4000,1,0,4000,0
C003674,Customer_3674,United Kingdom,4000,1,1,4000,1
C004819,Customer_4819,Unknown,4000,1,1,4000,1
C001086,Customer_1086,Unknown,3985,1,1,3985,1
C004301,Customer_4301,France,3984,1,1,3984,1
C001835,Customer_1835,Germany,3981,1,0,3981,0
C003183,Customer_3183,France,3980,1,0,3980,0
C002505,Customer_2505,Unknown,3978,1,0,3978,0
C010121,Customer_10121,Unknown,3976,2,0,1988,0
C003014,Customer_3014,Poland,3976,1,1,3976,1
C011433,Customer_11433,Germany,3972,1,1,3972,1
C002105,Customer_2105,Germany,3964,1,0,3964,0
C004958,Customer_4958,Unknown,3954,1,1,3954,1
C000926,Customer_926,Germany,3952,1,0,3952,0
C004458,Customer_4458,United Kingdom,3948,2,0,1974,0
C002525,Customer_2525,France,3948,1,0,3948,0
C010848,Customer_10848,France,3942,1,0,3942,0
C005806,Customer_5806,United Kingdom,3942,1,0,3942,0
C002081,Customer_2081,Poland,3940,1,0,3940,0
C002704,Customer_2704,Poland,3939,1,0,3939,0
C007494,Customer_7494,France,3936,1,0,3936,0
C007727,Customer_7727,Unknown,3932,2,1,1966,0.5
C000325,Customer_325,Poland,3931,2,0,1965.5,0
C002904,Customer_2904,Poland,3930,1,1,3930,1
C003613,Customer_3613,United Kingdom,3929,2,0,1964.5,0
C002680,Customer_2680,France,3924,1,0,3924,0
C007294,Customer_7294,Poland,3924,1,1,3924,1
C007504,Customer_7504,Germany,3921,1,0,3921,0
C005511,Customer_5511,Unknown,3920,2,1,1960,0.5
C010193,Customer_10193,Poland,3918,1,0,3918,0
C006969,Customer_6969,Germany,3915,1,1,3915,1
C002691,Customer_2691,Poland,3915,1,1,3915,1
C007154,Customer_7154,Germany,3915,1,0,3915,0
C008831,Customer_8831,United Kingdom,3905,1,0,3905,0
C011796,Customer_11796,Unknown,3896,1,0,3896,0
C009250,Customer_9250,United Kingdom,3892,2,1,1946,0.5
C000376,Customer_376,France,3888,1,1,3888,1
C003562,Customer_3562,France,3888,1,0,3888,0
C005915,Customer_5915,Unknown,3871,2,1,1935.5,0.5
C006742,Customer_6742,Germany,3870,1,0,3870,0
C003804,Customer_3804,France,3868,1,0,3868,0
C007224,Customer_7224,France,3864,1,1,3864,1
C001219,Customer_1219,France,3858,1,1,3858,1
C009381,Customer_9381,Germany,3855,1,1,3855,1
C010832,Customer_10832,Poland,3851,2,2,1925.5,1
C001053,Customer_1053,Poland,3850,2,1,1925,0.5
C010777,Customer_10777,Germany,3850,1,0,3850,0
C002510,Customer_2510,Unknown,3840,1,1,3840,1
C004605,Customer_4605,Unknown,3840,2,0,1920,0
C001380,Customer_1380,Poland,3832,1,0,3832,0
C009116,Customer_9116,Unknown,3831,2,0,1915.5,0
C004446,Customer_4446,United Kingdom,3825,1,1,3825,1
C006073,Customer_6073,France,3825,2,0,1912.5,0
C006616,Customer_6616,Poland,3824,1,0,3824,0
C008314,Customer_8314,United Kingdom,3820,1,0,3820,0
C006804,Customer_6804,France,3816,1,0,3816,0
C004073,Customer_4073,Unknown,3816,1,0,3816,0
C008838,Customer_8838,Germany,3813,2,1,1906.5,0.5
C004186,Customer_4186,Unknown,3800,1,1,3800,1
C006718,Customer_6718,Germany,3792,1,0,3792,0
C003312,Customer_3312,Poland,3784,1,0,3784,0
C010776,Customer_10776,France,3784,1,0,3784,0
C000949,Customer_949,Germany,3776,1,1,3776,1
C010903,Customer_10903,Poland,3772,1,1,3772,1
C009040,Customer_9040,Poland,3772,1,0,3772,0
C006910,Customer_6910,Unknown,3768,1,1,3768,1
C007532,Customer_7532,Germany,3765,1,0,3765,0
C008335,Customer_8335,United Kingdom,3765,1,0,3765,0
C006407,Customer_6407,Poland,3762,1,0,3762,0
C001576,Customer_1576,Germany,3762,1,1,3762,1
C008915,Customer_8915,United Kingdom,3760,1,1,3760,1
C011066,Customer_11066,United Kingdom,3756,1,1,3756,1
C005047,Customer_5047,Germany,3750,1,0,3750,0
C001054,Customer_1054,Poland,3748,2,0,1874,0
C003407,Customer_3407,Poland,3748,1,1,3748,1
C009936,Customer_9936,United Kingdom,3745,1,0,3745,0
C000072,Customer_72,France,3744,1,1,3744,1
C011749,Customer_11749,United Kingdom,3740,1,0,3740,0
C007905,Customer_7905,United Kingdom,3740,1,0,3740,0
C010570,Customer_10570,United Kingdom,3740,1,0,3740,0
C005389,Customer_5389,France,3731,3,1,1243.67,0.333
C011402,Customer_11402,Unknown,3725,1,0,3725,0
C009242,Customer_9242,Poland,3720,1,1,3720,1
C007420,Customer_7420,Unknown,3720,1,1,3720,1
C008438,Customer_8438,Germany,3715,1,0,3715,0
C009631,Customer_9631,United Kingdom,3714,1,0,3714,0
C000187,Customer_187,United Kingdom,3714,1,1,3714,1
C000088,Customer_88,Unknown,3712,1,0,3712,0
C000689,Customer_689,France,3711,1,0,3711,0
C005524,Customer_5524,United Kingdom,3704,1,0,3704,0
C009738,Customer_9738,United Kingdom,3702,1,0,3702,0
C004898,Customer_4898,Germany,3696,1,0,3696,0
C006327,Customer_6327,France,3685,1,0,3685,0
C006049,Customer_6049,Unknown,3681,1,0,3681,0
C006029,Customer_6029,United Kingdom,3680,1,0,3680,0
C001415,Customer_1415,Poland,3676,1,1,3676,1
C011170,Customer_11170,Germany,3666,1,1,3666,1
C002692,Customer_2692,France,3666,1,1,3666,1
C009669,Customer_9669,Poland,3654,1,1,3654,1
C008248,Customer_8248,Poland,3650,1,0,3650,0
C002240,Customer_2240,United Kingdom,3648,1,0,3648,0
C009401,Customer_9401,Unknown,3636,2,1,1818,0.5
C001715,Customer_1715,Unknown,3632,1,0,3632,0
C008366,Customer_8366,United Kingdom,3630,1,0,3630,0
C009171,Customer_9171,United Kingdom,3630,1,1,3630,1
C009331,Customer_9331,Germany,3624,1,1,3624,1
C002647,Customer_2647,Unknown,3620,1,1,3620,1
C005190,Customer_5190,Poland,3620,1,0,3620,0
C004921,Customer_4921,France,3620,1,0,3620,0
C009980,Customer_9980,United Kingdom,3603,1,0,3603,0
C011618,Customer_11618,Unknown,3600,1,0,3600,0
C007182,Customer_7182,Unknown,3600,1,0,3600,0
C008801,Customer_8801,Poland,3594,1,0,3594,0
C011179,Customer_11179,Poland,3592,1,1,3592,1
C010475,Customer_10475,Poland,3592,1,0,3592,0
C009802,Customer_9802,Poland,3591,1,0,3591,0
C008852,Customer_8852,Unknown,3588,1,1,3588,1
C010510,Customer_10510,Germany,3588,2,0,1794,0
C000052,Customer_52,United Kingdom,3584,1,0,3584,0
C010450,Customer_10450,France,3584,1,0,3584,0
C002157,Customer_2157,Poland,3580,1,0,3580,0
C011858,Customer_11858,United Kingdom,3580,1,0,3580,0
C004170,Customer_4170,Germany,3575,1,1,3575,1
C011497,Customer_11497,United Kingdom,3570,1,1,3570,1
C011674,Customer_11674,United Kingdom,3565,1,1,3565,1
C011191,Customer_11191,France,3565,1,0,3565,0
C003311,Customer_3311,United Kingdom,3555,1,0,3555,0
C010940,Customer_10940,United Kingdom,3549,1,1,3549,1
C004266,Customer_4266,Poland,3548,1,1,3548,1
C008251,Customer_8251,Germany,3548,1,0,3548,0
C002684,Customer_2684,Unknown,3546,1,0,3546,0
C005257,Customer_5257,Poland,3546,1,0,3546,0
C001472,Customer_1472,Germany,3540,1,1,3540,1
C002383,Customer_2383,Germany,3537,1,0,3537,0
C007074,Customer_7074,Poland,3535,1,0,3535,0
C002713,Customer_2713,France,3530,1,0,3530,0
C011281,Customer_11281,Poland,3528,1,0,3528,0
C003875,Customer_3875,Unknown,3524,1,0,3524,0
C007268,Customer_7268,Unknown,3524,2,1,1762,0.5
C001952,Customer_1952,United Kingdom,3516,1,0,3516,0
C000574,Customer_574,Germany,3508,1,0,3508,0
C007188,Customer_7188,France,3507,1,0,3507,0
C005950,Customer_5950,Unknown,3504,1,1,3504,1
C010555,Customer_10555,Germany,3500,1,0,3500,0
C007660,Customer_7660,Poland,3495,1,0,3495,0
C005523,Customer_5523,Germany,3490,1,0,3490,0
C002392,Customer_2392,United Kingdom,3486,1,0,3486,0
C011338,Customer_11338,Unknown,3484,1,1,3484,1
C002463,Customer_2463,France,3480,1,1,3480,1
C004598,Customer_4598,France,3480,1,0,3480,0
C003215,Customer_3215,United Kingdom,3480,1,0,3480,0
C010549,Customer_10549,France,3475,2,1,1737.5,0.5
C007192,Customer_7192,Unknown,3472,1,0,3472,0
C005441,Customer_5441,Germany,3468,1,1,3468,1
C006869,Customer_6869,Unknown,3462,1,0,3462,0
C002681,Customer_2681,Germany,3460,1,1,3460,1
C002130,Customer_2130,United Kingdom,3456,1,0,3456,0
C004021,Customer_4021,Poland,3456,1,1,3456,1
C011376,Customer_11376,France,3450,1,0,3450,0
C011970,Customer_11970,France,3450,1,1,3450,1
C007167,Customer_7167,Germany,3444,1,1,3444,1
C009097,Customer_9097,Germany,3441,1,0,3441,0
C002531,Customer_2531,Unknown,3438,1,1,3438,1
C010283,Customer_10283,United Kingdom,3430,2,1,1715,0.5
C011303,Customer_11303,Germany,3427,2,2,1713.5,1
C008586,Customer_8586,United Kingdom,3426,1,1,3426,1
C001090,Customer_1090,United Kingdom,3425,1,0,3425,0
C001337,Customer_1337,France,3422,2,0,1711,0
C009034,Customer_9034,United Kingdom,3409,2,2,1704.5,1
C007374,Customer_7374,Germany,3399,1,0,3399,0
C009771,Customer_9771,United Kingdom,3392,2,1,1696,0.5
C008338,Customer_8338,Poland,3384,1,1,3384,1
C005567,Customer_5567,Unknown,3381,1,0,3381,0
C005296,Customer_5296,Germany,3375,1,1,3375,1
C008016,Customer_8016,Unknown,3368,1,0,3368,0
C004942,Customer_4942,Unknown,3366,1,0,3366,0
C002941,Customer_2941,Unknown,3360,1,1,3360,1
C004070,Customer_4070,Unknown,3348,1,0,3348,0
C009485,Customer_9485,Germany,3335,1,0,3335,0
C007810,Customer_7810,Poland,3333,1,0,3333,0
C000172,Customer_172,France,3325,1,1,3325,1
C000772,Customer_772,Poland,3315,1,0,3315,0
C010528,Customer_10528,France,3315,1,1,3315,1
C010953,Customer_10953,France,3315,1,0,3315,0
C005738,Customer_5738,Unknown,3306,1,0,3306,0
C003630,Customer_3630,France,3303,1,1,3303,1
C006396,Customer_6396,France,3298,2,1,1649,0.5
C004915,Customer_4915,France,3296,1,0,3296,0
C000316,Customer_316,United Kingdom,3295,1,1,3295,1
C000201,Customer_201,United Kingdom,3294,1,0,3294,0
C003094,Customer_3094,Poland,3292,1,1,3292,1
C008574,Customer_8574,Poland,3289,2,0,1644.5,0
C009974,Customer_9974,France,3284,1,0,3284,0
C007963,Customer_7963,United Kingdom,3276,1,0,3276,0
C002028,Customer_2028,Unknown,3273,1,0,3273,0
C003721,Customer_3721,Germany,3270,1,0,3270,0
C002007,Customer_2007,France,3268,1,1,3268,1
C005118,Customer_5118,Germany,3264,1,0,3264,0
C005407,Customer_5407,Germany,3264,1,0,3264,0
C001175,Customer_1175,Poland,3250,1,1,3250,1
C005866,Customer_5866,Unknown,3246,2,0,1623,0
C008212,Customer_8212,Unknown,3243,1,1,3243,1
C009831,Customer_9831,Poland,3230,1,1,3230,1
C008242,Customer_8242,United Kingdom,3228,1,0,3228,0
C001843,Customer_1843,Poland,3220,1,1,3220,1
C009844,Customer_9844,Germany,3219,1,1,3219,1
C005239,Customer_5239,United Kingdom,3219,1,0,3219,0
C010831,Customer_10831,Unknown,3216,1,0,3216,0
C009620,Customer_9620,France,3215,1,1,3215,1
C000998,Customer_998,Unknown,3212,1,0,3212,0
C010248,Customer_10248,Poland,3210,1,1,3210,1
C010856,Customer_10856,United Kingdom,3204,1,1,3204,1
C008117,Customer_8117,Poland,3201,1,1,3201,1
C009351,Customer_9351,Unknown,3200,1,0,3200,0
C010208,Customer_10208,United Kingdom,3199,2,1,1599.5,0.5
C000074,Customer_74,Germany,3196,1,0,3196,0
C006555,Customer_6555,France,3184,2,1,1592,0.5
C004971,Customer_4971,Unknown,3180,1,1,3180,1
C010845,Customer_10845,Germany,3175,1,0,3175,0
C002566,Customer_2566,Unknown,3174,1,0,3174,0
C006681,Customer_6681,Poland,3168,1,0,3168,0
C008529,Customer_8529,United Kingdom,3159,2,0,1579.5,0
C011034,Customer_11034,Germany,3156,1,0,3156,0
C011978,Customer_11978,France,3148,1,0,3148,0
C003458,Customer_3458,Poland,3140,1,0,3140,0
C009304,Customer_9304,Unknown,3136,1,0,3136,0
C010358,Customer_10358,Unknown,3135,1,0,3135,0
C011315,Customer_11315,Germany,3130,1,1,3130,1
C009429,Customer_9429,France,3129,1,0,3129,0
C002478,Customer_2478,Germany,3128,1,1,3128,1
C007215,Customer_7215,United Kingdom,3120,1,0,3120,0
C010189,Customer_10189,United Kingdom,3120,1,1,3120,1
C009752,Customer_9752,Poland,3120,1,0,3120,0
C011446,Customer_11446,Germany,3120,1,0,3120,0
C005614,Customer_5614,Poland,3120,1,1,3120,1
C005681,Customer_5681,Germany,3120,1,1,3120,1
C010296,Customer_10296,Poland,3111,1,1,3111,1
C011122,Customer_11122,Poland,3110,1,0,3110,0
C000067,Customer_67,Poland,3108,1,1,3108,1
C001670,Customer_1670,France,3105,1,1,3105,1
C004378,Customer_4378,Unknown,3100,2,1,1550,0.5
C009009,Customer_9009,Germany,3099,1,1,3099,1
C006889,Customer_6889,United Kingdom,3099,1,0,3099,0
C010407,Customer_10407,Germany,3096,2,1,1548,0.5
C000559,Customer_559,Unknown,3096,1,0,3096,0
C009511,Customer_9511,Unknown,3093,1,0,3093,0
C001364,Customer_1364,Germany,3090,1,0,3090,0
C006631,Customer_6631,Germany,3090,1,1,3090,1
C010210,Customer_10210,Unknown,3087,1,0,3087,0
C003957,Customer_3957,France,3080,1,0,3080,0
C011031,Customer_11031,United Kingdom,3070,1,1,3070,1
C000897,Customer_897,France,3068,1,0,3068,0
C011018,Customer_11018,France,3064,1,0,3064,0
C001138,Customer_1138,France,3056,1,0,3056,0
C003629,Customer_3629,Poland,3054,1,0,3054,0
C001459,Customer_1459,Germany,3054,1,0,3054,0
C000792,Customer_792,United Kingdom,3046,2,1,1523,0.5
C010971,Customer_10971,Unknown,3039,1,1,3039,1
C000417,Customer_417,Poland,3032,1,0,3032,0
C009292,Customer_9292,France,3030,1,0,3030,0
C003789,Customer_3789,United Kingdom,3024,1,0,3024,0
C001978,Customer_1978,Unknown,3020,1,0,3020,0
C001261,Customer_1261,Germany,3015,2,2,1507.5,1
C009689,Customer_9689,France,3013,2,1,1506.5,0.5
C000976,Customer_976,France,3012,1,0,3012,0
C009530,Customer_9530,Germany,3004,1,0,3004,0
C009408,Customer_9408,Unknown,3003,1,0,3003,0
C004201,Customer_4201,Poland,3003,1,1,3003,1
C008043,Customer_8043,Germany,3000,1,1,3000,1
C011681,Customer_11681,Germany,2998,1,0,2998,0
C006749,Customer_6749,Poland,2996,1,0,2996,0
C009194,Customer_9194,France,2996,1,1,2996,1
C000062,Customer_62,France,2994,1,1,2994,1
C009007,Customer_9007,United Kingdom,2986,1,0,2986,0
C001389,Customer_1389,Unknown,2984,1,1,2984,1
C011329,Customer_11329,France,2983,2,1,1491.5,0.5
C007133,Customer_7133,France,2982,1,1,2982,1
C004028,Customer_4028,Poland,2980,1,0,2980,0
C006140,Customer_6140,Germany,2979,1,0,2979,0
C006295,Customer_6295,France,2973,1,1,2973,1
C010175,Customer_10175,Germany,2972,1,0,2972,0
C005588,Customer_5588,Poland,2968,1,0,2968,0
C008093,Customer_8093,Germany,2968,1,0,2968,0
C007166,Customer_7166,France,2968,1,0,2968,0
C009768,Customer_9768,Germany,2966,1,0,2966,0
C005331,Customer_5331,France,2965,1,1,2965,1
C000091,Customer_91,Germany,2962,2,1,1481,0.5
C000781,Customer_781,United Kingdom,2960,1,1,2960,1
C002447,Customer_2447,Poland,2960,1,0,2960,0
C010447,Customer_10447,France,2960,1,0,2960,0
C007449,Customer_7449,Germany,2958,1,0,2958,0
C010299,Customer_10299,Poland,2956,1,1,2956,1
C004833,Customer_4833,France,2956,1,1,2956,1
C009317,Customer_9317,Unknown,2954,1,0,2954,0
C008589,Customer_8589,France,2952,1,1,2952,1
C003828,Customer_3828,United Kingdom,2952,1,1,2952,1
C007590,Customer_7590,Germany,2952,1,0,2952,0
C009091,Customer_9091,United Kingdom,2950,1,1,2950,1
C006696,Customer_6696,Germany,2944,1,0,2944,0
C003738,Customer_3738,United Kingdom,2940,1,0,2940,0
C002233,Customer_2233,Unknown,2940,1,0,2940,0
C009554,Customer_9554,Unknown,2936,1,0,2936,0
C011917,Customer_11917,France,2936,2,2,1468,1
C009967,Customer_9967,Unknown,2932,1,0,2932,0
C008138,Customer_8138,Poland,2932,1,0,2932,0
C004311,Customer_4311,United Kingdom,2931,1,0,2931,0
C010496,Customer_10496,France,2930,1,0,2930,0
C001402,Customer_1402,Unknown,2925,1,1,2925,1
C008567,Customer_8567,Germany,2920,1,1,2920,1
C007428,Customer_7428,Unknown,2920,1,1,2920,1
C011613,Customer_11613,United Kingdom,2919,1,0,2919,0
C010540,Customer_10540,France,2913,1,1,2913,1
C006298,Customer_6298,United Kingdom,2913,1,0,2913,0
C001578,Customer_1578,United Kingdom,2910,1,0,2910,0
C011987,Customer_11987,Germany,2907,1,0,2907,0
C000294,Customer_294,Poland,2906,1,0,2906,0
C010396,Customer_10396,France,2898,1,0,2898,0
C005372,Customer_5372,Poland,2896,1,0,2896,0
C011922,Customer_11922,United Kingdom,2896,1,1,2896,1
C004549,Customer_4549,Poland,2895,1,0,2895,0
C003374,Customer_3374,United Kingdom,2888,1,1,2888,1
C009846,Customer_9846,Poland,2886,1,0,2886,0
C004626,Customer_4626,Poland,2884,1,1,2884,1
C002296,Customer_2296,France,2882,1,1,2882,1
C002033,Customer_2033,Poland,2874,1,0,2874,0
C003313,Customer_3313,Poland,2874,1,0,2874,0
C000378,Customer_378,Germany,2872,1,0,2872,0
C002317,Customer_2317,Germany,2871,1,1,2871,1
C011890,Customer_11890,Poland,2870,1,0,2870,0
C010258,Customer_10258,France,2865,1,0,2865,0
C000752,Customer_752,Poland,2862,1,1,2862,1
C009225,Customer_9225,France,2860,1,0,2860,0
C005074,Customer_5074,Germany,2854,1,1,2854,1
C009602,Customer_9602,United Kingdom,2854,1,1,2854,1
C000333,Customer_333,Poland,2850,1,1,2850,1
C011334,Customer_11334,Germany,2850,1,0,2850,0
C005975,Customer_5975,United Kingdom,2850,1,0,2850,0
C006181,Customer_6181,France,2844,1,0,2844,0
C002804,Customer_2804,Poland,2844,1,0,2844,0
C003090,Customer_3090,United Kingdom,2842,1,0,2842,0
C010108,Customer_10108,Germany,2832,1,0,2832,0
C011909,Customer_11909,Germany,2828,1,1,2828,1
C000512,Customer_512,Germany,2824,1,0,2824,0
C006180,Customer_6180,Poland,2820,1,0,2820,0
C009424,Customer_9424,United Kingdom,2820,1,1,2820,1
C003938,Customer_3938,Germany,2814,1,1,2814,1
C011449,Customer_11449,United Kingdom,2812,1,1,2812,1
C003972,Customer_3972,Poland,2811,1,0,2811,0
C002598,Customer_2598,Germany,2810,1,0,2810,0
C003353,Customer_3353,Poland,2806,1,1,2806,1
C006939,Customer_6939,Unknown,2804,1,0,2804,0
C007484,Customer_7484,United Kingdom,2802,1,1,2802,1
C007322,Customer_7322,Unknown,2796,1,0,2796,0
C009585,Customer_9585,Germany,2796,1,0,2796,0
C001568,Customer_1568,United Kingdom,2796,1,0,2796,0
C000005,Customer_5,Unknown,2790,1,1,2790,1
C004494,Customer_4494,France,2788,1,1,2788,1
C003776,Customer_3776,United Kingdom,2788,2,0,1394,0
C007134,Customer_7134,Poland,2785,1,0,2785,0
C008276,Customer_8276,Poland,2785,1,1,2785,1
C011982,Customer_11982,United Kingdom,2776,1,1,2776,1
C010346,Customer_10346,United Kingdom,2774,1,0,2774,0
C008200,Customer_8200,United Kingdom,2764,2,1,1382,0.5
C001663,Customer_1663,Unknown,2762,2,0,1381,0
C001067,Customer_1067,Unknown,2757,1,0,2757,0
C001591,Customer_1591,France,2756,1,1,2756,1
C007879,Customer_7879,United Kingdom,2754,1,0,2754,0
C006797,Customer_6797,Unknown,2750,1,1,2750,1
C005711,Customer_5711,Poland,2748,1,0,2748,0
C000732,Customer_732,United Kingdom,2748,1,0,2748,0
C005113,Customer_5113,Unknown,2742,1,0,2742,0
C011105,Customer_11105,Unknown,2740,1,0,2740,0
C004656,Customer_4656,Germany,2739,1,0,2739,0
C001518,Customer_1518,France,2739,1,1,2739,1
C004588,Customer_4588,France,2736,1,1,2736,1
C004831,Customer_4831,Poland,2736,1,0,2736,0
C001711,Customer_1711,France,2734,1,1,2734,1
C007005,Customer_7005,Unknown,2734,1,0,2734,0
C002226,Customer_2226,Poland,2733,1,0,2733,0
C009467,Customer_9467,United Kingdom,2728,1,1,2728,1
C007745,Customer_7745,Unknown,2724,1,0,2724,0
C009075,Customer_9075,France,2720,1,1,2720,1
C001152,Customer_1152,United Kingdom,2718,1,1,2718,1
C011280,Customer_11280,Germany,2712,1,1,2712,1
C006752,Customer_6752,France,2712,1,1,2712,1
C009718,Customer_9718,Unknown,2709,1,1,2709,1
C002851,Customer_2851,Poland,2708,1,0,2708,0
C001212,Customer_1212,Unknown,2702,1,0,2702,0
C007189,Customer_7189,Germany,2700,1,0,2700,0
C008238,Customer_8238,Poland,2700,1,1,2700,1
C004846,Customer_4846,United Kingdom,2696,1,0,2696,0
C006704,Customer_6704,United Kingdom,2696,1,1,2696,1
C009016,Customer_9016,France,2690,1,0,2690,0
C010950,Customer_10950,United Kingdom,2688,1,0,2688,0
C002917,Customer_2917,Poland,2686,1,0,2686,0
C005222,Customer_5222,United Kingdom,2685,1,0,2685,0
C011279,Customer_11279,Germany,2685,1,0,2685,0
C001850,Customer_1850,France,2682,3,0,894,0
C004817,Customer_4817,France,2678,1,0,2678,0
C003011,Customer_3011,France,2672,1,0,2672,0
C011277,Customer_11277,Unknown,2672,1,1,2672,1
C009849,Customer_9849,Germany,2672,1,1,2672,1
C006366,Customer_6366,Unknown,2670,1,0,2670,0
C001184,Customer_1184,United Kingdom,2665,2,1,1332.5,0.5
C009176,Customer_9176,United Kingdom,2662,1,0,2662,0
